,Title,Body,Date,URL
10,"
Afghan Leaders Must Be United in Peace Talks: Abdullah
","
Abdullah Abdullah, the chairman of the High Council for National Reconciliation, said Saturday the often fractured Afghan political leadership must unify in its peace talks with the Taliban or risk more bitter fighting as the US and NATO withdraws, AP reported.
Abdullah said the time is now for Afghanistan’s political leaders to stand united in the talks.
In an interview with AP in Kabul, Abdullah warned that history and millions of Afghans — already frustrated by what they see as government ineptitude and runaway corruption — will judge them harshly if unity eludes the powerful leaders now in Kabul.
In the early 1990s bitter fighting between many of the same leaders killed thousands of mostly civilians in the capital and gave rise to the Taliban, who took power in 1996, the report said.
Abdullah said the withdrawal that officially began Saturday of the remaining 2,500 to 3,500 US troops and about 7,000 NATO allied forces will present “huge challenges.”
“I wouldn’t call it the end of the world for our people. I would say that it will be very challenging and that’s why I am of the opinion that the whole focus has to be on achieving peace, that does not only take us, it takes the other side,” he said.
Still, Abdullah said he is unconvinced the Taliban want peace. He said the National Reconciliation Council, of which he is the chairman, has put out countless calls for the Taliban to put all their demands on the table.
Messages go back and forth between a variety of Taliban to senior negotiators, including himself, said Abdullah. He noted that he has received countless messages from Taliban officials, some written, some as voice messages. Sometimes they are detailed, and other times terse and brief. But he said he has yet to see a commitment to peace from the insurgent group on which he can rely.
Abdullah said his response to the Taliban has been consistent: “Put everything that you want on the negotiating table. We are ready to discuss it. We are ready to find ways that it works for both sides.”
He said the withdrawal adds pressure on both sides to find a peace deal.
On Saturday, the Afghan National Security Adviser Hamdullah Mohib condemned the ongoing violence by the Taliban, saying the government does not see any justification for the violence as the US and NATO forces have begun withdrawing from Afghanistan.
“The Taliban is a force that is only seeking power,"" Mohib said. ""They use different tactics to justify the violence. If they justify the killing of the civilians, they even justify being slaves of an intelligence agency.”
Mohib states that the Taliban gets all their military equipment and explosive materials from the Pakistan’s intelligence agency, the Inter Services Intelligence (ISI).
“The Taliban are slaves of the ISI. They get all of their equipment and explosives--for the killing of Afghans and the destruction of Afghanistan--from there (Pakistan) and the entire world knows about it and the Taliban needs to explain it,” Mohib said.
Mohib said that al Qaeda is playing a key role in keeping the Taliban’s war machine active in Afghanistan.
The Taliban has often rejected the allegations that it still maintains close ties with al Qaeda.
“The Taliban claims that no other group can conduct the (war), except them, the Taliban also claims that when they give an order the violence stops and no one is there to launch an attack. In this scenario, all responsibility goes to the Taliban,"" he said. ""But there are also other groups that conduct such activities. You saw the statement of Al Qaeda. Daesh is also operating there, but all these are carrying out their activities in harmony with the Taliban.""
Meanwhile, members of the Afghan National Defense and Security Forces (ANDSF) have reiterated their determination to defend the nation and the country’s borders against any hostile move.
",2021-05-02T12:24:43+0430,https://tolonews.com/afghanistan-171863
11,"
Al-Qaeda Not Completely Uprooted in Afghanistan: Officials
","
Today marks the 10th anniversary of the killing of al-Qaeda leader Osama bin Laden by American special forces in 2011 in Pakistan, but the Afghan government says that the roots of the network are still alive in Afghanistan and the group still poses a threat to the country and the world and is collaborating with the Taliban.
But the Taliban has rejected any type of relations with al-Qaeda.
The US presence in Afghanistan over the last 20 years was due to the existence of al-Qaeda. US President Joe Biden last month said the US has achieved its objectives in the Afghanistan war.
“Right now, al-Qaeda and Talib are not two different ideologic topics; they are beyond that as they have intermarried within their families,” NDS chief Ahmad Zia Saraj said last week.
The question that arises is how can al-Qaeda pose a threat to Afghanistan and the world while its leader was killed ten years back?
“Al-Qaeda was not owned by bin Laden,” said Atiqullah Amarkhil, a former military officer. “Al-Qaeda is still active in Afghanistan and anyone who says that we have eliminated al-Qaeda--they are lying.”
The Afghan government sees the Taliban’s ties with al-Qaeda as a key challenge in the way of the peace process.
“Even though the Taliban has agreed with the US to cut ties with al-Qaeda and other terrorist groups, al-Qaeda is still fighting among the Taliban,” said Rahmatullah Andar, spokesman for National Security Council.
Meanwhile, Abdullah Abdullah, the chairman of the High Council for National Reconciliation, said Saturday the often-fractured Afghan political leadership must unify in its peace talks with the Taliban or risk more bitter fighting as the US and NATO withdraws, AP reported.
",2021-05-02T18:18:32+0430,https://tolonews.com/afghanistan-171872
12,"
Senators Seek Thorough Probe Into Kabul Fire That Killed 9 People
","
Senators on Sunday raised questions over recent fires in Kabul, Farah and Herat province that mainly targeted fuel imports, saying there are ""some hands behind such incidents"" that seek to harm the country’s economy.
The Ministry of Interior Affairs said that nine people were killed and 14 more were wounded in the major fire at a tanker truck station in the Qala-e-Murad Bek area north of Kabul along the key highway that connects the capital city with northern provinces.
At least 60 vehicles, including fuel tanker trucks as well as trucks carrying food and other goods, were completely damaged in the fire that started around 9:00 pm on Saturday.
The Chamber of Trade and Investment said an investigation into the incident has begun, but added that the use of a magnetic bomb is one of the possible reasons for the massive fire.
The chamber estimates the losses of the fire at around $20 million.
The Kabul fire was the fourth in less than three months, following a major fire at Herat customs office and two more at a border town in Farah that shares a border with Iran.
“Such incidents need a thorough probe to determine whether it was an enemy action,” said Mohammad Khan, a senator.
Senators said that one of the reasons can be a lack of attention by government officials in the proper management of the country’s border towns, ports and customs.
“A fire happened at Kabul gate. All these incidents must be probed thoroughly,” Senate Speaker Fazl Hadi Muslimyar said.
Following the major fire at the border town of Islam Qala in mid-February, the government vowed to make public its findings on the incident, particularly on how it happened. But senators said the report has not been made public so far.
“There is no one responsible. The culture of impunity has expanded more than in the past,” Deputy Senate Speaker Mohammad Alam Ezedyar said.
Eyewitnesses said the fire spread rapidly after it broke out as the fuel tankers were parked very close to each other.
“They exploded one after another in five seconds,” said Ghulam Nabi, a fuel truck owner who says his vehicle was burned in the fire.
Other tanker truck owners said they are fed up with the government checkpoints along their way to Kabul as they are stopped for several hours each time they reach the entrance gates of the capital city.
“We were allowed to move at 12:30 pm but we were stopped by the checkpoint. We are devastated,” said Najibullah, a truck owner.
“I was asked to give 300 Afs to move. Is it the government?” asked Ghulam Sakhi, owner of a fuel tanker.
Kabul governor Yaqub Haidari said that those who have stopped the vehicles and have made the parking where the fuel tankers were parked should be responsible.
“On what decision was this parking made?” he asked.
",2021-05-02T20:07:28+0430,https://tolonews.com/afghanistan-171874
13,"
Taliban Mounts 141 Attacks in 24 Hours: Sources
","
The Taliban conducted 141 attacks over the last 24 hours, mostly in Uruzgan, Zabul, Kandahar, Nangarhar, Badakhshan and Takhar provinces, sources said.
Information obtained by TOLOnews shows that in attacks by the Taliban in the last 24 hours at least 20 people were killed, including Peramqul Ziaee, a commander of public uprising forces in Takhar.
Information obtained by TOLOnews shows that Taliban in the last 24 hours at least 20 people were killed, including Peramqul Ziaee, a commander of public uprising forces in Takhar.
 
But the Defense Ministry said that the Taliban’s casualties were more than 100 in the last 24 hours. The Taliban rejected this figure. 
 
Data collected by TOLOnews shows that 438 members of Afghan forces and civilians were killed and more than 500 others were wounded in the last 30 days. The data shows that 190 bombings, targeted attacks and offensives happened in the last month. 
 
A reliable source meanwhile reported a Taliban attack on an outpost on the outskirts of Pul-e-Khumri city in Baghlan province. Sources said that three members of the police special unit were killed in the attack. 
 
Meanwhile, eight members of the public uprising forces were killed in a Taliban attack in Warduj district of Badakhshan province, three policemen were killed in Taliban attack in Zabul, two people were killed in a targeted attack in Kandahar, one person was killed in Gardez and one person was killed in an attack by unidentified armed men in Farah over the last 24 hours. 
 
“Attacks have been intensified in Uruzgan over the last few days. There are clashes every day,” said Amanullah Hotaki, head of the Uruzgan provincial council. 
 
“We witness blasts in Kunar every day. The government should prevent such attacks,” said Nasir Kamawal, a member of the Kunar provincial council. 
 
Some security officials said that May 1st witnessed an increase in Taliban attacks in parts of the country. 
 
“Over the last 24 hours, attacks were carried out in Panjwai, Arghistan, Maiwand, Shah Wali Kot, Nesh, Mianshin and Takhta Pul districts and other outposts,” said Jamal Barikzai, spokesman for the Kandahar police. 
The government forces said that all Taliban attacks were pushed back and they suffered heavy casualties. 
 
This comes as a US forces spokesman Col. Sonny Leggett on Saturday said that Kandahar Airfield received ineffective indirect fire on Saturday afternoon. No injury to personnel or damage to equipment, he said. 
Referring to this attack, US and NATO forces commander in Afghanistan Gen. Scott Miller said: “A return to violence would be one senseless and tragic. But make no mistake, we have the military means to respond forcefully to any type of attacks against the coalition and the military means to support the Afghan security forces. That would be a mistake to move in that direction.” 
 
“Security forces are in a better position,” said Fawad Aman, a spokesman for the Ministry of Defense. “The Taliban is faced with defeat on the battlefield and all their focus is on harming civilians.” 
 
The US forces started their withdrawal from Afghanistan on May 1st. 
 
The Defense Ministry said that Camp Antonik in the Washir district in the southern province of Helmand was officially handed over to the ANA’s 215 Maiwand Corp on Sunday.  
 
The ministry said the camp will be used as a base for Afghan special forces.
",2021-05-02T18:36:12+0430,https://tolonews.com/afghanistan-171875
14,"
Home, Vehicle Owners Protest Over Kabul Fire Damages
","
A massive fire that began with a tanker truck carrying fuel in the Shakar Dara district of Kabul along the highway connecting the capital with northern provinces has inflicted heavy damage to vehicles and nearby houses as residents described. 
This led to a protest by residents of the area who closed the highway to traffic for many hours on Sunday. 
The fire first erupted in a tanker truck that was parked among dozens of others in a line waiting to enter Kabul. 
Owners of the fuel tanker trucks said they are often stopped like this by security forces and officials before they enter Kabul. They said it has been one of their main concerns for a long time. 
Mohammad Mokhtar, a resident of the Qala-e-Murad Bek district in Shakardara where the fire broke out, said he built his house after years of extreme effort, but everything was burned by last night’s fire. 
 
“Which law allows tanker trucks containing gas and fuel to park near people’s houses? If we don’t know as members of the public, the government knows it,” Mokhtar said. 
 
Unconfirmed figures by the residents show that at least 100 houses were damaged in the Qala-e-Murad Bek area. A restaurant, a fuel station, many shops and many vehicles that were passing through have been damaged in the fire. 
 
Unconfirmed figures show that dozens of tanker trucks were burned in the fire. 
 
“We suggested many times to transfer the checkpoint from here, but no one heard our voice, including in the Shakardara district governor’s office,” said Jamshid, a resident of Qala-e-Murad Bek. 
 
“We ask the government to look after these people. Now all have lost many things,” said a resident of Qala-e-Murad Bek, a village north of the city of Kabul. 
 
Other residents said that the government has failed to build a parking slot for the fuel tankers to ensure their safety. Now trucks park in a line near the entrance gate of Kabul. 
 
“This is not a proper place because there are many residential houses around. The (Kabul) governor issued orders many times, but they were not implemented,” Shakardara district governor Gawhar Khan Baburi said. 
 
Trucks carrying goods also park near the entrance gate leading into Kabul.
",2021-05-02T19:19:01+0430,https://tolonews.com/afghanistan-171877
15,"
Afghanistan: 35 Killed in Traffic Accidents in a Month
","
Figures by the Ministry of Public Health show that 35 people were killed and 1,398 more were wounded in traffic accidents in the country in Hamal solar year (March 22 to Feb. 22).
The figures show that 276 people were killed in traffic accidents in the country in the last solar year (March 2020 to March 2021).
According to the ministry, 410 traffic accidents happened in the Hamal month (March 22 to April 22).
“Our drivers are careless. Roads are narrow. Cars and carts are parked near the main road. No one is there to prevent them,” said Fahim, a driver.
“The roads are not good. They are narrow. They are not proper,” said Parwiz, a driver.
Drivers said that carelessness and damaged roads are main reasons behind such incidents.
“The Zabul-Kandahar highway is heavily damaged. Last evening, two vehicles faced a traffic accident,” said Mashooq, a driver.
Of the country’s highways, the Kabul-Kandahar Highway is considered as the deadliest in terms of the accidents that happen.
Officials said carelessness by drivers--and their exhaustion--are main reasons that create deadly traffic accidents.
Last year, according to the figures, 3,220 traffic accidents happened last solar year (March 2020 to March 2021) in which 276 people were killed and 1,795 more were wounded. 
",2021-05-02T20:00:03+0430,https://tolonews.com/afghanistan-171878
16,"
Biden Says US Will Disrupt Any Threat from Afghanistan
","
US President Joe Biden in a statement on 10th anniversary of raid that killed Osama bin Laden said that the United States will remain vigilant about the threat from terrorist groups that have metastasized around the world.
“As we bring to an end America’s longest war and draw down the last of our troops from Afghanistan, al Qaeda is greatly degraded there,"" Biden said. “But the United States will remain vigilant about the threat from terrorist groups that have metastasized around the world. We will continue to monitor and disrupt any threat to us that emerges from Afghanistan.”
He said that ten years ago, he joined President Obama and members of US national security team to ""watch as our military delivered long-awaited justice to Osama bin Laden.”
“It is a moment I will never forget—the intelligence professionals who had painstakingly tracked him down; the clarity and conviction of President Obama in making the call; the courage and skill of our team on the ground,” he said.
“It had been almost ten years since our nation was attacked on 9/11 and we went to war in Afghanistan, pursuing al Qaeda and its leaders. We followed bin Laden to the gates of hell—and we got him. We kept the promise to all those who lost loved ones on 9/11: that we would never forget those we had lost, and that the United States will never waver in our commitment to prevent another attack on our homeland and to keep the American people safe,” he added.
Al-Qaeda not 'completely' uprooted in Afghanistan
The Afghan government says that the roots of the network are still alive in Afghanistan and the group still poses a threat to the country and the world and is collaborating with the Taliban.
But the Taliban has rejected any type of relations with al-Qaeda.
The US presence in Afghanistan over the last 20 years was due to the existence of al-Qaeda. Biden last month said the US has achieved its objectives in the Afghanistan war.
“Right now, al-Qaeda and Talib are not two different ideologic topics; they are beyond that as they have intermarried within their families,” NDS chief Ahmad Zia Saraj said last week.
The question that arises is how can al-Qaeda pose a threat to Afghanistan and the world while its leader was killed ten years back?
“Al-Qaeda was not owned by bin Laden,” said Atiqullah Amarkhil, a former military officer. “Al-Qaeda is still active in Afghanistan and anyone who says that we have eliminated al-Qaeda--they are lying.”
The Afghan government sees the Taliban’s ties with al-Qaeda as a key challenge in the way of the peace process.
“Even though the Taliban has agreed with the US to cut ties with al-Qaeda and other terrorist groups, al-Qaeda is still fighting among the Taliban,” said Rahmatullah Andar, spokesman for National Security Council.
Meanwhile, Abdullah Abdullah, the chairman of the High Council for National Reconciliation, said Saturday the often-fractured Afghan political leadership must unify in its peace talks with the Taliban or risk more bitter fighting as the US and NATO withdraws, AP reported.
",2021-05-03T08:31:39+0430,https://tolonews.com/afghanistan-171885
17,"
Afghan Forces 'Reasonably' Well Equipped, Trained: Milley
","
General Mark Milley, chairman of the US Joint Chiefs of Staff, in an interview with Associated Press and CNN reporters on Sunday described the Afghan military and police as ""reasonably well equipped, reasonably well trained, reasonably well led.""  
He cited Afghan troops' years of experience against a resilient insurgency, but he declined to say they are fully ready to stand up to the Taliban without direct international backing during a potential Taliban offensive, AP noted.
He said that the Afghan forces face an uncertain future and, in a worst-case scenario, some ""bad possible outcomes"" against Taliban insurgents as the withdrawal of foreign troops form Afghanistan accelerates in the coming weeks. 
Asked whether he believes the Afghan forces can hold up under increased strain, Milley was noncommittal. 
""Your question: The Afghan army, do they stay together and remain a cohesive fighting force or do they fall apart? I think there's a range of scenarios here, a range of outcomes, a range of possibilities,"" he said. ""On the one hand you get some really dramatic, bad possible outcomes. On the other hand, you get a military that stays together and a government that stays together."" 
""Which one of these options obtains and becomes reality at the end of the day? We frankly don't know yet. We have to wait and see how things develop over the summer."" 
He said there is ""at least still the possibility"" of a negotiated political settlement between the government in Kabul and the Taliban. This, he said, would avoid the ""massive civil war"" that some fear could happen. 
Milley mentioned that the Afghan forces have operated in recent years with less reliance on US and coalition advisers.  
""But, for the most part, there's no advisers out there anyway,"" he said. 
In the meantime, the US Secretary of State Antony Blinken in an interview with CBS on Afghanistan said: “We have to be prepared for every scenario, and there-- there are a range of them. And-- we-- we-- we're looking at this-- in a very clear-eyed way.” 
“We've been engaged in Afghanistan for 20 years, and we sometimes forget why we went there in the first place, and that was to deal with the people who attacked us on 9/11. And we did. Just because our troops are coming home doesn't mean we're leaving,”Blinken said. “We're not. Our embassy's staying, the support that we're giving to Afghanistan when it comes to-- economic support, development, humanitarian, that-- that remains. And not only from us, from partners and allies,” he said. 
Abdullah Abdullah, the chairman of the High Council for National Reconciliation, when asked if the US withdrawal would cause an increase in violence, said: “There is always a possibility of that. Should [the] Taliban choose to increase violence with the hope that they can take advantage of that situation. That’s a possibility and I hope that they are not [don’t] making that mistake.” 
“Natural circumstances when these sorts of situations take place and when one side thinks that because of the vacuum that the withdrawal leaves, it may be able to take advantage of that situation, that emboldens the position of the sides,” Abdullah said. 
“The one which is more on the military term rather than peaceful means. And that’s the concern, that the Taliban position might get further emboldened,” he said. “Well, as far as their excuses, or the reasons that they were giving, that it is because of the presence of the international forces, it’s ‘jihad’ against foreigners and so on and so forth, so, in three months time, perhaps in less than three months time, there will be no foreign troops on our [Afghanistan’s] soil.” 
He also said that “we cannot rule out that scenario, that the situation will get very difficult for the people and the war will continue. At this stage the Taliban have not said that they are not talking. Let’s not lose hope because it will be a worst-case scenario. So, at this stage, the whole focus should be on how to make it work [happen].” 
On Saturday, the US and its NATO allies officially began withdrawing their remaining forces and equipment from Afghanistan. 
",2021-05-03T12:48:47+0430,https://tolonews.com/afghanistan-171891
18,"
10 Security Force Members Killed in Farah, Baghlan Attacks
","
At least ten security force members were killed and another was wounded in Taliban attacks in Farah and Baghlan provinces on Sunday night, local officials said. 
The Taliban attacked a security outpost in Bala Bolok district of Farah province on Sunday night during which six security force members were killed and after which another is missing, said Taj Mohammad Jahid, provincial governor, on Monday. 
“The Taliban blew up the security outpost about 9pm last night,” Jahid said. “Five soldiers escaped and moved to another outpost.” 
He also said that the Taliban attacked another security outpost in Farah city, capital of the province, but the security forces pushed back the attack and 10 Taliban were killed and wounded. 
The Taliban has not yet commented on the attacks. 
At the same time, four security force members were killed, including a commander, in a Taliban attack in Nahrin district of northern Baghlan province on Sunday night, said Mohammad Azizi, district governor. 
The Taliban attacked a military unit in the district and ""captured four other force members, but one who was wounded managed to escape,” he said. 
“The Taliban took the equipment of the security forces after the attack,” he added. 
The Taliban claimed responsibility for the attack. 
",2021-05-03T13:59:10+0430,https://tolonews.com/afghanistan-171892
19,"
Taliban, US in Talks Over Full Withdrawal by July: Sources
","
Americans and the Taliban are discussing the possibility of ending the withdrawal process by the beginning of July, sources familiar with the matter said.  
The Taliban will return to the talks, will attend the Turkey conference and will reduce violence if there is an agreement on the matter, the sources said. 
The US began its withdrawal of troops from Afghanistan this week, and, based on President Joe Biden’s decision, the process was to be completed by Sept. 11. According to the Doha agreement, the US was expected to complete the withdrawal by May 1.  
The Taliban considers the postponement of the withdrawal date a violation of the Doha agreement.
“The US has set a deadline for itself and it is possible that the Taliban will not agree to it and then a deadline in the middle will be agreed upon,” said former Taliban commander Sayed Akbar Agha. 
US special envoy Zalmay Khalilzad arrived in Kabul on Monday and, according to sources, he intends to discuss his regional trip and the upcoming Istanbul conference with Afghan officials, along with other topics related to the peace process. 
Khalilzad met with Marshal Abdul Rashid Dostum in Uzbekistan this week. He also met with Uzbekistan Foreign Minister Abdulaziz Kamilov and discussed the Afghan peace process. 
“Discussions were held on the peace process and the Istanbul conference as well as political consensus,” Dostum’s spokesman Ehsan Nairo said. 
However, Second Vice President Sarwar Danesh at an event on Monday called the Taliban a rebellious and fugitive group that is thirsty for power. 
“The Taliban, because it has turned away from peace, is considered a fugitive group because, based on a verse of the Holy Quran, if a group violates the call for peace, it is considered violent and fugitive,” Danesh said. 
 
Khalilzad also met with peace negotiators in Doha during his trip to Qatar last week. 
 
“Efforts to hold the upcoming Turkey conference were welcomed. And the US envoy assured his country’s continued support to the government and the people of Afghanistan,” said Ghulam Farooq Majroh, a republic negotiator. 
 
The Istanbul conference was delayed two times because the Taliban backed out. It is expected to be held late this month.
",2021-05-03T16:42:36+0430,https://tolonews.com/afghanistan-171900
